decision,application_year,processing_time_days_clean,submission_month,submission_dayofweek,submission_quarter,decision_binary,applicant_country_Bangladesh,applicant_country_Brazil,applicant_country_Canada,applicant_country_China,applicant_country_France,applicant_country_Germany,applicant_country_India,applicant_country_Kenya,applicant_country_Nepal,applicant_country_Nigeria,applicant_country_Pakistan,applicant_country_Philippines,applicant_country_Saudi Arabia,applicant_country_South Africa,applicant_country_Sri Lanka,applicant_country_Turkey,applicant_country_UAE,applicant_country_United Kingdom,applicant_country_United States,visa_type_Employment,visa_type_Permanent Residency,visa_type_Skilled Migration,visa_type_Student,visa_type_Tourist,visa_type_Visit,visa_type_Work,processing_center_Berlin,processing_center_Delhi,processing_center_London,processing_center_New York,processing_center_Ottawa,processing_center_Singapore,processing_center_Sydney,season_Spring,season_Summer,season_Winter,country_avg_processing_time,visa_avg_processing_time,is_peak_season
Approved,2021,211.0,3,6,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,78.82851851851852,189.96885496183208,0
Approved,2024,22.0,5,6,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,74.15217391304348,25.968503937007874,0
Approved,2022,138.0,6,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,74.15217391304348,125.86888888888889,1
Approved,2024,15.0,10,2,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,84.68085106382979,25.968503937007874,0
Approved,2021,144.0,7,5,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,91.04530612244899,125.86888888888889,1
Approved,2021,67.0,11,1,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,86.09115384615384,78.86776859504133,0
Approved,2022,98.0,5,2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,83.47058823529412,78.86776859504133,0
Approved,2024,20.0,1,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,88.79054545454547,64.710407239819,0
Approved,2022,30.0,5,6,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,74.15217391304348,64.710407239819,0
Approved,2024,32.0,12,4,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,78.82851851851852,66.85123966942149,0
Approved,2021,65.0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,84.68085106382979,66.85123966942149,0
Approved,2023,59.0,2,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,83.47058823529412,78.86776859504133,0
Approved,2023,79.0,3,6,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,70.17073170731707,64.710407239819,0
Approved,2024,60.0,12,2,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,92.36850000000001,66.85123966942149,0
Approved,2021,125.0,4,6,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,86.09115384615384,125.86888888888889,0
Approved,2023,74.0,5,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,83.94642857142857,66.85123966942149,0
Approved,2021,17.0,11,1,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,83.94642857142857,25.968503937007874,0
Approved,2024,74.0,11,3,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,92.36850000000001,66.85123966942149,0
Approved,2023,167.0,11,0,4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,83.01923076923077,189.96885496183208,0
Approved,2023,16.0,7,2,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,91.04530612244899,64.710407239819,1
Approved,2021,61.0,1,5,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,74.15217391304348,66.85123966942149,0
Rejected,2024,231.0,2,3,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,72.05,189.96885496183208,0
Rejected,2021,76.0,10,5,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,91.66666666666667,78.86776859504133,0
Approved,2021,119.0,6,6,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,89.8695652173913,64.710407239819,1
Approved,2023,98.0,3,6,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,89.8695652173913,64.710407239819,0
Rejected,2023,107.0,5,3,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,91.04530612244899,125.86888888888889,0
Approved,2021,37.0,11,4,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,59.36585365853659,64.710407239819,0
Approved,2022,210.0,5,3,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,91.04530612244899,189.96885496183208,0
Approved,2024,22.0,10,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,72.05,21.166666666666668,0
Approved,2023,22.0,11,2,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,75.93181818181819,25.968503937007874,0
Approved,2022,75.0,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,74.15217391304348,66.85123966942149,0
Approved,2021,71.0,6,5,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,74.15217391304348,64.710407239819,1
Approved,2024,16.0,8,4,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,84.24444444444444,25.968503937007874,1
Approved,2022,198.0,3,2,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,91.04530612244899,189.96885496183208,0
Approved,2021,85.0,5,5,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,70.17073170731707,64.710407239819,0
Rejected,2022,99.0,10,6,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,78.82851851851852,78.86776859504133,0
Approved,2024,170.0,11,6,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74.15217391304348,189.96885496183208,0
Approved,2021,17.0,7,3,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,59.36585365853659,21.166666666666668,1
Rejected,2022,38.0,5,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,78.82851851851852,64.710407239819,0
Approved,2022,106.0,2,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,83.47058823529412,64.710407239819,0
Approved,2023,14.0,11,3,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,92.36850000000001,21.166666666666668,0
Approved,2022,65.0,12,2,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,74.15217391304348,64.710407239819,0
Approved,2023,26.0,12,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,78.82851851851852,64.710407239819,0
Approved,2021,30.0,7,2,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,59.36585365853659,21.166666666666668,1
Approved,2021,14.0,7,6,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,91.66666666666667,21.166666666666668,1
Approved,2024,123.0,3,6,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,91.66666666666667,125.86888888888889,0
Approved,2021,256.0,12,3,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,88.79054545454547,189.96885496183208,0
Approved,2023,214.0,3,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,84.68085106382979,64.710407239819,0
Approved,2022,155.0,8,5,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,102.81200000000001,189.96885496183208,1
Approved,2024,105.0,7,5,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,83.94642857142857,78.86776859504133,1
Approved,2023,203.0,3,4,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,88.79054545454547,189.96885496183208,0
Approved,2022,46.0,12,4,4,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,102.81200000000001,64.710407239819,0
Rejected,2022,198.0,10,6,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,74.15217391304348,189.96885496183208,0
Approved,2024,95.0,8,6,3,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,86.09115384615384,66.85123966942149,1
Rejected,2022,138.0,5,2,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,74.15217391304348,125.86888888888889,0
Approved,2022,29.0,10,2,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,74.15217391304348,64.710407239819,0
Approved,2024,72.0,9,0,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,83.01923076923077,125.86888888888889,0
Approved,2021,124.0,4,4,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,83.74,125.86888888888889,0
Approved,2022,191.0,11,1,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.94642857142857,189.96885496183208,0
Approved,2021,20.0,6,4,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,74.15217391304348,21.166666666666668,1
Approved,2022,17.0,12,5,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,84.68085106382979,25.968503937007874,0
Approved,2023,145.0,3,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,83.01923076923077,125.86888888888889,0
Approved,2022,207.0,9,5,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,59.36585365853659,189.96885496183208,0
Approved,2022,9.0,10,1,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,86.09115384615384,21.166666666666668,0
Approved,2022,157.0,10,2,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59.36585365853659,189.96885496183208,0
Approved,2022,52.0,12,3,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,74.15217391304348,66.85123966942149,0
Approved,2023,73.0,5,6,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,86.09115384615384,64.710407239819,0
Rejected,2023,124.0,3,5,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,89.8695652173913,125.86888888888889,0
Approved,2023,75.0,4,3,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,74.15217391304348,64.710407239819,0
Approved,2021,57.0,11,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,74.15217391304348,78.86776859504133,0
Rejected,2023,27.0,8,6,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,74.15217391304348,64.710407239819,1
Rejected,2023,94.0,5,3,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,83.94642857142857,64.710407239819,0
Approved,2022,17.0,8,3,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,91.66666666666667,21.166666666666668,1
Approved,2024,122.0,4,1,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,86.09115384615384,125.86888888888889,0
Approved,2021,36.0,1,6,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,91.66666666666667,64.710407239819,0
Approved,2021,147.0,9,5,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.94642857142857,189.96885496183208,0
Approved,2023,25.0,6,4,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,83.94642857142857,64.710407239819,1
Approved,2024,43.0,6,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,83.01923076923077,78.86776859504133,1
Approved,2022,62.0,3,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,91.66666666666667,66.85123966942149,0
Approved,2021,80.0,1,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,78.82851851851852,66.85123966942149,0
Approved,2022,144.0,6,6,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,70.17073170731707,125.86888888888889,1
Rejected,2023,24.0,9,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,72.05,25.968503937007874,0
Approved,2022,40.0,7,4,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,78.82851851851852,64.710407239819,1
Approved,2023,25.0,11,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,92.36850000000001,25.968503937007874,0
Approved,2021,31.0,2,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,72.05,25.968503937007874,0
Rejected,2023,43.0,6,1,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,70.17073170731707,64.710407239819,1
Approved,2024,74.0,2,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,91.66666666666667,66.85123966942149,0
Rejected,2023,192.0,12,0,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,83.74,189.96885496183208,0
Approved,2021,35.0,9,6,3,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,83.74,64.710407239819,0
Rejected,2024,195.0,3,5,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,92.36850000000001,189.96885496183208,0
Approved,2021,81.0,5,0,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,86.09115384615384,78.86776859504133,0
Approved,2023,47.0,10,6,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,91.04530612244899,66.85123966942149,0
Approved,2022,101.0,8,0,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,83.01923076923077,125.86888888888889,1
Approved,2022,33.0,7,0,3,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,83.74,64.710407239819,1
Approved,2021,45.0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,72.05,66.85123966942149,0
Approved,2024,87.0,10,1,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,75.93181818181819,64.710407239819,0
Approved,2022,116.0,10,4,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,70.17073170731707,125.86888888888889,0
Approved,2021,34.0,2,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,83.47058823529412,25.968503937007874,0
Rejected,2024,153.0,9,2,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.94642857142857,189.96885496183208,0
Approved,2024,52.0,7,2,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,74.15217391304348,78.86776859504133,1
Approved,2023,195.0,10,5,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,83.94642857142857,189.96885496183208,0
Approved,2024,28.0,12,3,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,75.93181818181819,25.968503937007874,0
Approved,2022,145.0,8,0,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,84.24444444444444,125.86888888888889,1
Rejected,2023,232.0,10,0,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,83.94642857142857,189.96885496183208,0
Approved,2023,88.0,4,2,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,83.74,64.710407239819,0
Rejected,2021,17.0,12,1,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,83.74,25.968503937007874,0
Approved,2024,23.0,11,5,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,75.93181818181819,25.968503937007874,0
Approved,2024,134.0,6,0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,78.82851851851852,125.86888888888889,1
Approved,2021,83.0,3,6,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,83.01923076923077,64.710407239819,0
Approved,2024,21.0,4,6,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,86.09115384615384,25.968503937007874,0
Approved,2024,53.0,6,4,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,83.47058823529412,66.85123966942149,1
Approved,2024,81.0,11,5,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,83.47058823529412,66.85123966942149,0
Approved,2024,25.0,9,2,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,78.82851851851852,21.166666666666668,0
Approved,2021,125.0,11,5,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,78.82851851851852,189.96885496183208,0
Approved,2022,71.0,12,6,4,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,84.24444444444444,64.710407239819,0
Approved,2022,39.0,3,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,78.82851851851852,78.86776859504133,0
Approved,2022,56.0,2,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,83.01923076923077,66.85123966942149,0
Approved,2021,83.0,1,4,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,75.93181818181819,78.86776859504133,0
Approved,2024,15.0,5,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,91.04530612244899,21.166666666666668,0
Approved,2022,23.0,10,2,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,88.79054545454547,25.968503937007874,0
Approved,2022,25.0,8,2,3,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,72.05,21.166666666666668,1
Approved,2022,86.0,10,5,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,86.09115384615384,64.710407239819,0
Approved,2023,30.0,10,2,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,83.94642857142857,25.968503937007874,0
Approved,2022,265.0,10,2,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,78.82851851851852,189.96885496183208,0
Approved,2024,37.0,5,4,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,91.04530612244899,64.710407239819,0
