application_id,applicant_country,visa_type,submission_date,decision_date,processing_time_days,processing_center,decision,season,application_year
A00181,UAE,Student,2024-02-05,2024-04-19,74,London,Approved,Winter,2024
A00302,Kenya,Permanent Residency,2023-12-25,2024-07-04,192,Abu Dhabi,Rejected,Winter,2023
A00760,Kenya,Business,2021-09-19,2021-10-24,35,Delhi,Approved,Autumn,2021
A00713,Sri Lanka,Permanent Residency,2024-03-02,2024-09-13,195,New York,Rejected,Spring,2024
A00724,Philippines,Work,2021-05-03,2021-07-23,81,Delhi,Approved,Spring,2021
A00686,Pakistan,Student,2023-10-29,2023-12-15,47,London,Approved,Autumn,2023
A00980,Brazil,Skilled Migration,2022-08-01,2022-11-10,101,Delhi,Approved,Summer,2022
A00518,Kenya,Business,2022-07-18,2022-08-20,33,Abu Dhabi,Approved,Summer,2022
A00985,Saudi Arabia,Student,2021-01-19,2021-03-05,45,London,Approved,Winter,2021
A00046,Nepal,Employment,2024-10-29,2025-01-24,87,Singapore,Approved,Autumn,2024
A00910,Germany,Skilled Migration,2022-10-21,2023-02-14,116,Delhi,Approved,Autumn,2022
A00158,Turkey,Visit,2021-02-22,2021-03-28,34,Sydney,Approved,Winter,2021
A00852,China,Permanent Residency,2024-09-11,2025-02-11,153,Abu Dhabi,Rejected,Autumn,2024
A00172,Bangladesh,Work,2024-07-03,2024-08-24,52,Singapore,Approved,Summer,2024
A00017,China,Permanent Residency,2023-10-21,2024-05-03,195,London,Approved,Autumn,2023
A00512,Nepal,Visit,2024-12-05,2025-01-02,28,Sydney,Approved,Winter,2024
A00049,Nigeria,Skilled Migration,2022-08-29,2023-01-21,145,New York,Approved,Summer,2022
A00972,China,Permanent Residency,2023-10-09,2024-05-28,232,Ottawa,Rejected,Autumn,2023
A00941,Kenya,Employment,2023-04-05,2023-07-02,88,Berlin,Approved,Spring,2023
A00516,Kenya,Visit,2021-12-14,2021-12-31,17,London,Rejected,Winter,2021
A00953,Nepal,Visit,2024-11-16,2024-12-09,23,London,Approved,Autumn,2024
A00481,United Kingdom,Skilled Migration,2024-06-24,2024-11-05,134,Singapore,Approved,Summer,2024
A00284,Brazil,Employment,2021-03-07,2021-05-29,83,Sydney,Approved,Spring,2021
A00719,Philippines,Visit,2024-04-28,2024-05-19,21,Singapore,Approved,Spring,2024
A00878,Turkey,Student,2024-06-07,2024-07-30,53,London,Approved,Summer,2024
A00226,Turkey,Student,2024-11-09,2025-01-29,81,Sydney,Approved,Autumn,2024
A00027,United Kingdom,Tourist,2024-09-11,2024-10-06,25,Ottawa,Approved,Autumn,2024
A00955,United Kingdom,Permanent Residency,2021-11-13,2022-03-18,125,London,Approved,Autumn,2021
A00438,Nigeria,Employment,2022-12-18,2023-02-27,71,London,Approved,Winter,2022
A00952,United Kingdom,Work,2022-03-25,2022-05-03,39,New York,Approved,Spring,2022
A00365,Brazil,Student,2022-02-07,2022-04-04,56,Abu Dhabi,Approved,Winter,2022
A00230,Nepal,Work,2021-01-29,2021-04-22,83,Sydney,Approved,Winter,2021
A00038,Pakistan,Tourist,2024-05-20,2024-06-04,15,Singapore,Approved,Spring,2024
A00966,France,Visit,2022-10-05,2022-10-28,23,Sydney,Approved,Autumn,2022
A00375,Saudi Arabia,Tourist,2022-08-24,2022-09-18,25,Singapore,Approved,Summer,2022
A00470,Philippines,Employment,2022-10-01,2022-12-26,86,Ottawa,Approved,Autumn,2022
A00968,China,Visit,2023-10-04,2023-11-03,30,Singapore,Approved,Autumn,2023
A00851,United Kingdom,Permanent Residency,2022-10-05,2023-06-27,265,Delhi,Approved,Autumn,2022
A00705,Pakistan,Business,2024-05-03,2024-06-09,37,Abu Dhabi,Approved,Spring,2024
A00842,Saudi Arabia,Business,2023-06-11,2023-07-17,36,Singapore,Approved,Summer,2023
A00195,Sri Lanka,Permanent Residency,2022-03-03,2022-08-10,160,Abu Dhabi,Approved,Spring,2022
A00855,Bangladesh,Business,2023-05-25,2023-07-02,38,Sydney,Approved,Spring,2023
A00865,Pakistan,Work,2024-05-30,2024-07-24,55,New York,Approved,Spring,2024
A00504,Pakistan,Tourist,2023-01-15,2023-01-28,13,London,Approved,Winter,2023
A00970,UAE,Work,2021-03-24,2021-05-24,61,London,Approved,Spring,2021
A00831,Pakistan,Visit,2023-12-10,2023-12-26,16,Abu Dhabi,Approved,Winter,2023
A00580,Australia,Skilled Migration,2024-09-08,2025-01-24,138,Delhi,Rejected,Autumn,2024
A00969,UAE,Permanent Residency,2024-08-09,2025-03-21,224,Ottawa,Approved,Summer,2024
A00163,Saudi Arabia,Student,2022-06-24,2022-08-07,44,London,Approved,Summer,2022
A00909,India,Business,2022-02-15,2022-03-10,23,New York,Approved,Winter,2022
A00153,South Africa,Visit,2023-08-21,2023-09-17,27,London,Rejected,Summer,2023
A00802,United States,Skilled Migration,2021-10-01,2022-03-01,151,Singapore,Approved,Autumn,2021
A00994,Brazil,Tourist,2022-03-02,2022-03-22,20,Delhi,Approved,Spring,2022
A00756,Saudi Arabia,Employment,2022-04-11,2022-07-08,88,New York,Rejected,Spring,2022
A00112,Philippines,Skilled Migration,2022-09-30,,,New York,Pending,Autumn,2022
A00227,India,Student,2023-11-15,2024-01-20,66,New York,Approved,Autumn,2023
A00689,South Africa,Student,2021-07-17,2021-09-17,62,Abu Dhabi,Approved,Summer,2021
A00104,United Kingdom,Skilled Migration,2023-02-16,2023-06-01,105,Berlin,Approved,Winter,2023
A00422,UAE,Skilled Migration,2022-07-18,2022-10-09,83,Sydney,Approved,Summer,2022
A00420,Saudi Arabia,Business,2022-03-15,2022-04-22,38,Abu Dhabi,Approved,Spring,2022
A00751,Nigeria,Permanent Residency,2024-03-18,2024-09-06,172,London,Approved,Spring,2024
A00587,Turkey,Work,2021-03-15,2021-04-30,46,New York,Approved,Spring,2021
A00781,United States,Tourist,2022-06-28,2022-07-22,24,Ottawa,Rejected,Summer,2022
A00673,South Africa,Employment,2021-12-02,2022-03-29,117,Singapore,Approved,Winter,2021
A00120,Turkey,Work,2022-10-09,,,New York,Pending,Autumn,2022
A00054,United Kingdom,Student,2023-01-26,2023-03-13,46,Berlin,Approved,Winter,2023
A00152,India,Student,2022-03-09,2022-04-26,48,Berlin,Approved,Spring,2022
A00404,Nigeria,Student,2024-05-11,2024-11-18,191,Abu Dhabi,Approved,Spring,2024
A00946,United Kingdom,Skilled Migration,2022-06-14,2022-09-08,86,Delhi,Approved,Summer,2022
A00208,China,Tourist,2022-02-27,2022-03-12,13,London,Approved,Winter,2022
A00659,South Africa,Student,2023-01-31,2023-04-10,69,London,Approved,Winter,2023
A00844,Germany,Work,2021-03-13,2021-06-29,108,London,Approved,Spring,2021
A00763,Nepal,Employment,2022-12-28,2023-03-18,80,New York,Approved,Winter,2022
A00009,Kenya,Permanent Residency,2024-08-26,2025-02-19,177,Abu Dhabi,Rejected,Summer,2024
A00808,Pakistan,Work,2023-06-28,2023-10-03,97,Singapore,Approved,Summer,2023
A00037,India,Skilled Migration,2023-06-19,2023-10-26,129,New York,Approved,Summer,2023
A00453,United Kingdom,Employment,2021-03-01,2021-06-27,118,Singapore,Approved,Spring,2021
A00652,UAE,Permanent Residency,2023-04-16,2023-10-24,191,Delhi,Approved,Spring,2023
A00254,Nepal,Employment,2022-08-22,2023-01-04,135,Delhi,Approved,Summer,2022
A00304,Nepal,Tourist,2021-03-19,2021-04-05,17,London,Approved,Spring,2021
A00747,France,Business,2024-05-03,2024-06-09,37,London,Rejected,Spring,2024
A00572,Turkey,Visit,2022-08-21,2022-09-26,36,Sydney,Approved,Summer,2022
A00624,China,Employment,2021-06-25,2021-09-02,69,Sydney,Approved,Summer,2021
A00733,Pakistan,Visit,2021-01-31,2021-02-28,28,Ottawa,Rejected,Winter,2021
A00892,Sri Lanka,Student,2022-05-22,2022-07-21,60,Berlin,Approved,Spring,2022
A00263,United States,Student,2021-05-31,2021-07-25,55,Abu Dhabi,Approved,Spring,2021
A00611,Bangladesh,Employment,2021-07-16,2021-09-09,55,Berlin,Approved,Summer,2021
A00298,Pakistan,Employment,2024-07-11,2024-11-08,120,London,Approved,Summer,2024
A00415,Australia,Business,2021-04-19,2021-05-12,23,Delhi,Approved,Spring,2021
A00151,Nigeria,Student,2024-01-05,2024-02-12,38,Abu Dhabi,Approved,Winter,2024
A00789,Saudi Arabia,Skilled Migration,2023-03-15,2023-07-04,111,London,Approved,Spring,2023
A00641,Philippines,Tourist,2021-07-23,2021-08-03,11,Berlin,Approved,Summer,2021
A00890,Saudi Arabia,Visit,2024-05-15,2024-05-31,16,Abu Dhabi,Approved,Spring,2024
A00551,United States,Student,2022-01-13,2022-03-25,71,Abu Dhabi,Approved,Winter,2022
A00887,China,Tourist,2022-08-28,2022-09-14,17,Berlin,Approved,Summer,2022
A00489,Kenya,Visit,2023-12-01,2023-12-27,26,Singapore,Approved,Winter,2023
A00148,China,Work,2023-09-24,2023-12-04,71,Berlin,Approved,Autumn,2023
A00147,India,Tourist,2022-07-28,2022-08-22,25,Singapore,Approved,Summer,2022
A00721,Philippines,Permanent Residency,2022-04-05,2022-09-12,160,New York,Rejected,Spring,2022
A00932,Nigeria,Work,2021-01-31,2021-04-20,79,Singapore,Approved,Winter,2021
A00740,Australia,Employment,2021-05-14,2021-07-27,74,Ottawa,Approved,Spring,2021
A00660,Sri Lanka,Tourist,2021-02-12,2021-03-14,30,Sydney,Approved,Winter,2021
A00349,France,Business,2022-01-30,2022-02-20,21,London,Approved,Winter,2022
A00464,Kenya,Employment,2023-12-06,2024-03-29,114,Ottawa,Rejected,Winter,2023
A00326,Turkey,Skilled Migration,2022-08-25,2023-02-08,167,Berlin,Approved,Summer,2022
A00187,Brazil,Business,2022-12-04,,,New York,Pending,Winter,2022
A00124,United States,Business,2024-07-16,2024-08-10,25,Delhi,Approved,Summer,2024
A00854,Saudi Arabia,Work,2024-09-11,,,Delhi,Pending,Autumn,2024
A00609,Germany,Student,2024-09-08,2024-10-20,42,London,Approved,Autumn,2024
A00144,India,Business,2022-03-20,2022-04-13,24,Berlin,Approved,Spring,2022
A00959,Brazil,Student,2022-05-14,2022-07-05,52,Abu Dhabi,Approved,Spring,2022
A00198,Canada,Student,2022-12-14,2023-02-16,64,Delhi,Approved,Winter,2022
A00610,UAE,Student,2024-08-16,2025-03-23,219,Berlin,Rejected,Summer,2024
A00280,Brazil,Student,2021-08-26,2021-10-15,50,Sydney,Approved,Summer,2021
A00294,France,Work,2024-03-04,2024-05-23,80,Berlin,Approved,Spring,2024
A00401,Brazil,Visit,2024-07-01,2024-07-23,22,London,Approved,Summer,2024
A00123,Turkey,Visit,2022-07-23,2022-08-21,29,Singapore,Approved,Summer,2022
A00184,India,Skilled Migration,2023-05-03,2023-09-01,121,Singapore,Approved,Spring,2023
A00203,Nepal,Tourist,2023-02-13,2023-02-23,10,London,Approved,Winter,2023
A00439,Bangladesh,Permanent Residency,2022-09-23,2023-04-04,193,London,Approved,Autumn,2022
A00247,Philippines,Work,2021-06-16,2021-08-27,72,Ottawa,Approved,Summer,2021
A00416,South Africa,Employment,2021-03-09,2021-06-16,99,Singapore,Approved,Spring,2021
A00933,Bangladesh,Employment,2023-12-23,2024-03-09,77,New York,Approved,Winter,2023
A00766,India,Work,2023-10-18,2023-12-27,70,Singapore,Approved,Autumn,2023
A00907,France,Visit,2021-08-07,2021-08-20,13,New York,Approved,Summer,2021
A00836,Bangladesh,Visit,2023-06-09,2023-07-05,26,Singapore,Approved,Summer,2023
A00888,Australia,Tourist,2022-03-31,2022-04-23,23,Delhi,Approved,Spring,2022
A00130,Nepal,Employment,2023-02-17,2023-05-18,90,Delhi,Rejected,Winter,2023
A00638,Germany,Visit,2023-08-07,2023-09-12,36,Ottawa,Approved,Summer,2023
A00403,Canada,Tourist,2023-09-06,2023-09-23,17,London,Approved,Autumn,2023
A00785,China,Work,2022-06-29,2022-09-10,73,Berlin,Rejected,Summer,2022
A00771,United Kingdom,Business,2023-11-12,2023-12-07,25,Berlin,Rejected,Autumn,2023
A00736,UAE,Visit,2022-10-30,2022-11-17,18,Singapore,Approved,Autumn,2022
A00914,Pakistan,Tourist,2022-04-14,2022-04-25,11,Ottawa,Approved,Spring,2022
A00220,Nepal,Permanent Residency,2022-05-26,2022-08-17,83,London,Rejected,Spring,2022
A00642,Brazil,Permanent Residency,2022-10-27,2023-05-25,210,Singapore,Approved,Autumn,2022
A00916,Brazil,Permanent Residency,2022-04-03,2022-09-30,180,London,Approved,Spring,2022
A00753,Kenya,Permanent Residency,2023-11-18,2024-03-25,128,London,Approved,Autumn,2023
A00807,Canada,Student,2021-07-20,2021-09-14,56,Singapore,Approved,Summer,2021
A00920,United States,Permanent Residency,2022-03-24,2022-10-30,220,Ottawa,Approved,Spring,2022
A00625,Kenya,Skilled Migration,2022-08-31,2022-12-16,107,Abu Dhabi,Approved,Summer,2022
A00875,Australia,Work,2023-11-04,2024-01-22,79,Berlin,Approved,Autumn,2023
A00761,United Kingdom,Tourist,2024-10-14,2024-11-02,19,Delhi,Approved,Autumn,2024
A00387,United States,Work,2024-11-19,2025-02-03,76,Berlin,Approved,Autumn,2024
A00973,Turkey,Work,2022-11-26,2023-01-27,62,Delhi,Approved,Autumn,2022
A00510,Germany,Permanent Residency,2024-10-29,2025-03-17,139,Berlin,Approved,Autumn,2024
A00268,Canada,Tourist,2022-03-14,2022-04-13,30,Ottawa,Approved,Spring,2022
A00820,United Kingdom,Skilled Migration,2022-01-02,2022-04-26,114,Ottawa,Approved,Winter,2022
A00442,France,Work,2022-01-20,2022-05-23,123,Ottawa,Approved,Winter,2022
A00497,Nepal,Business,2022-11-29,2023-01-21,53,Ottawa,Approved,Autumn,2022
A00113,France,Permanent Residency,2021-02-08,2021-09-12,216,Berlin,Approved,Winter,2021
A00692,United States,Work,2022-01-30,2022-05-09,99,Delhi,Rejected,Winter,2022
A00233,France,Skilled Migration,2022-04-02,2022-09-16,167,Delhi,Approved,Spring,2022
A00870,Sri Lanka,Business,2022-05-27,2022-07-08,42,Ottawa,Approved,Spring,2022
A00608,South Africa,Employment,2021-01-07,2021-03-06,58,New York,Approved,Winter,2021
A00672,Nigeria,Skilled Migration,2023-05-16,2023-08-11,87,Abu Dhabi,Approved,Spring,2023
A00374,Sri Lanka,Visit,2022-09-18,2022-10-06,18,New York,Approved,Autumn,2022
A00982,Nepal,Permanent Residency,2023-04-03,2023-11-25,236,Singapore,Approved,Spring,2023
A00843,Pakistan,Student,2022-04-30,2022-12-22,236,London,Approved,Spring,2022
A00234,France,Work,2024-02-02,2024-04-03,61,New York,Approved,Winter,2024
A00786,South Africa,Visit,2024-12-22,2025-01-10,19,New York,Approved,Winter,2024
A00677,Pakistan,Permanent Residency,2022-07-21,2023-02-03,197,London,Approved,Summer,2022
A00318,India,Skilled Migration,2022-04-19,2023-03-09,324,Delhi,Approved,Spring,2022
A00649,Pakistan,Employment,2024-10-04,2024-11-08,35,Berlin,Rejected,Autumn,2024
A00411,Germany,Work,2024-02-04,2024-03-30,55,Delhi,Approved,Winter,2024
A00899,Pakistan,Work,2022-07-16,2022-10-14,90,Singapore,Approved,Summer,2022
A00710,Nepal,Work,2022-06-01,2022-10-01,122,Ottawa,Approved,Summer,2022
A00359,Turkey,Employment,2024-09-29,2025-06-11,255,London,Approved,Autumn,2024
A00259,India,Permanent Residency,2023-02-11,2023-07-07,146,Sydney,Approved,Winter,2023
A00745,United Kingdom,Employment,2024-11-07,2024-12-24,47,Berlin,Approved,Autumn,2024
A00628,Saudi Arabia,Skilled Migration,2024-08-06,2024-11-03,89,Berlin,Approved,Summer,2024
A00633,Canada,Employment,2021-01-21,2021-05-11,110,Sydney,Approved,Winter,2021
A00283,Kenya,Student,2024-11-25,2025-01-16,52,Delhi,Approved,Autumn,2024
A00377,Australia,Visit,2023-04-27,2023-05-21,24,Delhi,Approved,Spring,2023
A00385,Brazil,Employment,2023-06-24,2023-09-20,88,Berlin,Approved,Summer,2023
A00225,Nepal,Employment,2024-07-25,2024-10-06,73,Abu Dhabi,Approved,Summer,2024
A00954,India,Skilled Migration,2023-11-08,2024-04-19,163,Sydney,Approved,Autumn,2023
A00815,China,Tourist,2021-01-27,2021-02-21,25,Delhi,Approved,Winter,2021
A00473,China,Business,2022-05-17,2022-07-01,45,Singapore,Approved,Spring,2022
A00348,France,Work,2022-02-16,2022-05-16,89,Ottawa,Approved,Winter,2022
A00506,China,Visit,2023-02-22,2023-03-09,15,Sydney,Approved,Winter,2023
A00640,United States,Business,2023-05-04,2023-05-21,17,New York,Approved,Spring,2023
A00988,Kenya,Student,2021-02-27,2021-05-09,71,Sydney,Approved,Winter,2021
A00929,Saudi Arabia,Employment,2024-02-26,2024-06-17,112,Singapore,Approved,Winter,2024
A00906,Australia,Tourist,2022-05-11,2022-05-21,10,New York,Approved,Spring,2022
A00620,Brazil,Skilled Migration,2022-07-16,2022-09-26,72,London,Approved,Summer,2022
A00856,Saudi Arabia,Student,2023-06-13,2023-08-27,75,Abu Dhabi,Approved,Summer,2023
A00804,India,Permanent Residency,2024-09-13,2025-05-05,234,Singapore,Approved,Autumn,2024
A00646,Philippines,Employment,2021-05-07,2021-07-25,79,New York,Approved,Spring,2021
A00847,France,Tourist,2021-11-18,2021-11-28,10,New York,Approved,Autumn,2021
A00557,Turkey,Visit,2022-12-05,2023-01-09,35,Ottawa,Approved,Winter,2022
A00958,Philippines,Employment,2022-11-13,2023-02-23,102,Sydney,Approved,Autumn,2022
A00578,Saudi Arabia,Business,2021-02-09,2021-04-12,62,Sydney,Approved,Winter,2021
A00796,United Kingdom,Tourist,2021-01-03,2021-01-28,25,Singapore,Approved,Winter,2021
A00086,India,Permanent Residency,2021-11-08,2022-04-15,158,New York,Rejected,Autumn,2021
A00243,China,Visit,2022-06-19,2022-07-08,19,Berlin,Approved,Summer,2022
A00699,China,Skilled Migration,2024-09-08,,,London,Pending,Autumn,2024
A00160,Nigeria,Business,2022-09-18,2022-10-20,32,Berlin,Approved,Autumn,2022
A00525,Brazil,Work,2022-02-24,2022-05-01,66,Singapore,Approved,Winter,2022
A00036,Philippines,Tourist,2024-05-16,2024-06-07,22,Singapore,Approved,Spring,2024
A00541,South Africa,Business,2023-02-18,2023-03-13,23,Berlin,Approved,Winter,2023
A00171,Philippines,Visit,2021-05-28,2021-06-27,30,Berlin,Approved,Spring,2021
A00655,Turkey,Permanent Residency,2022-05-17,2022-12-05,202,Abu Dhabi,Approved,Spring,2022
A00891,United Kingdom,Skilled Migration,2022-08-16,2022-12-03,109,New York,Approved,Summer,2022
A00858,Brazil,Student,2023-06-02,2023-08-24,83,Singapore,Approved,Summer,2023
A00848,Brazil,Permanent Residency,2021-03-04,2021-07-22,140,Delhi,Approved,Spring,2021
A00945,Nigeria,Student,2023-02-22,2023-04-25,62,Singapore,Approved,Winter,2023
A00734,Brazil,Business,2021-10-27,2021-11-25,29,London,Approved,Autumn,2021
A00096,Bangladesh,Permanent Residency,2024-06-03,2025-02-09,251,Ottawa,Approved,Summer,2024
A00564,Bangladesh,Skilled Migration,2024-12-19,2025-02-23,66,Abu Dhabi,Rejected,Winter,2024
A00241,Kenya,Employment,2021-12-12,2022-02-09,59,Abu Dhabi,Approved,Winter,2021
A00743,Philippines,Business,2024-08-05,2024-08-29,24,New York,Approved,Summer,2024
A00575,Bangladesh,Tourist,2021-12-31,2022-01-21,21,Abu Dhabi,Approved,Winter,2021
A00691,Turkey,Work,2022-07-06,2022-10-13,99,Delhi,Rejected,Summer,2022
A00461,Turkey,Work,2024-01-03,2024-02-07,35,Berlin,Rejected,Winter,2024
A00554,UAE,Work,2023-03-29,2023-06-08,71,Ottawa,Rejected,Spring,2023
A00889,South Africa,Employment,2021-02-26,2021-06-20,114,Ottawa,Rejected,Winter,2021
A00207,Philippines,Work,2021-09-12,2021-11-22,71,New York,Approved,Autumn,2021
A00393,Australia,Student,2021-05-13,2021-07-03,51,London,Approved,Spring,2021
A00795,Bangladesh,Work,2022-05-29,2022-09-02,96,Sydney,Rejected,Spring,2022
A00398,Bangladesh,Student,2021-08-07,2021-09-20,44,Sydney,Rejected,Summer,2021
A00767,Saudi Arabia,Visit,2021-11-06,2021-11-27,21,Berlin,Approved,Autumn,2021
A00849,Brazil,Work,2023-10-26,2024-01-15,81,Sydney,Approved,Autumn,2023
A00218,Australia,Permanent Residency,2023-08-05,2024-04-08,247,Berlin,Approved,Summer,2023
A00005,France,Permanent Residency,2021-09-02,,,New York,Pending,Autumn,2021
A00769,Canada,Tourist,2024-01-11,2024-01-30,19,Delhi,Approved,Winter,2024
A00643,Bangladesh,Permanent Residency,2024-02-11,2024-05-06,85,New York,Approved,Winter,2024
A00930,Sri Lanka,Skilled Migration,2024-09-23,2024-12-14,82,Berlin,Rejected,Autumn,2024
A00613,UAE,Permanent Residency,2022-10-22,2023-06-24,245,London,Approved,Autumn,2022
A00739,China,Student,2021-11-13,2021-12-19,36,New York,Approved,Autumn,2021
A00547,United Kingdom,Visit,2024-11-09,2024-12-13,34,Ottawa,Approved,Autumn,2024
A00726,Sri Lanka,Permanent Residency,2023-03-23,2023-09-23,184,Abu Dhabi,Rejected,Spring,2023
A00684,Brazil,Business,2023-06-29,2023-08-14,46,Delhi,Approved,Summer,2023
A00099,Australia,Skilled Migration,2023-09-29,2024-02-12,136,Singapore,Rejected,Autumn,2023
A00805,UAE,Visit,2023-06-28,2023-07-22,24,London,Approved,Summer,2023
A00728,Pakistan,Tourist,2024-01-11,2024-01-29,18,London,Approved,Winter,2024
A00574,France,Skilled Migration,2022-10-26,2023-04-05,161,Ottawa,Approved,Autumn,2022
A00407,Brazil,Employment,2024-06-03,2024-07-07,34,New York,Rejected,Summer,2024
A00503,China,Tourist,2022-08-01,2022-08-19,18,London,Approved,Summer,2022
A00048,China,Tourist,2024-05-09,2024-05-29,20,Delhi,Approved,Spring,2024
A00033,Pakistan,Permanent Residency,2024-07-01,2025-04-29,302,Sydney,Rejected,Summer,2024
A00780,Brazil,Skilled Migration,2022-11-16,2023-02-13,89,London,Approved,Autumn,2022
A00840,Nepal,Business,2021-09-24,2021-10-29,35,Sydney,Approved,Autumn,2021
A00201,Germany,Student,2022-03-04,2022-05-04,61,Abu Dhabi,Approved,Spring,2022
A00135,China,Tourist,2022-07-12,2022-07-27,15,Abu Dhabi,Approved,Summer,2022
A00028,Bangladesh,Permanent Residency,2024-03-25,2024-07-25,122,New York,Approved,Spring,2024
A00881,Australia,Employment,2023-10-11,2024-01-12,93,Delhi,Approved,Autumn,2023
A00231,Kenya,Permanent Residency,2023-03-22,,,London,Pending,Spring,2023
A00490,Germany,Permanent Residency,2023-11-23,2024-03-26,124,New York,Approved,Autumn,2023
A00773,United Kingdom,Business,2024-12-01,2025-03-25,114,New York,Approved,Winter,2024
A00379,China,Employment,2023-12-12,2024-04-25,135,Singapore,Approved,Winter,2023
A00289,China,Tourist,2023-09-16,2023-10-24,38,Sydney,Approved,Autumn,2023
A00419,United States,Visit,2022-07-16,2022-08-03,18,Delhi,Approved,Summer,2022
A00675,Bangladesh,Tourist,2024-03-11,2024-03-21,10,London,Approved,Spring,2024
A00392,Turkey,Permanent Residency,2021-09-09,2021-12-21,103,Berlin,Approved,Autumn,2021
A00593,South Africa,Work,2024-06-04,2024-08-30,87,Berlin,Approved,Summer,2024
A00499,Brazil,Skilled Migration,2022-05-15,2022-10-15,153,London,Rejected,Spring,2022
A00139,France,Employment,2021-05-28,,,Ottawa,Pending,Spring,2021
A00063,Kenya,Work,2021-08-22,2021-11-23,93,Sydney,Approved,Summer,2021
A00472,United Kingdom,Business,2024-04-30,2024-05-26,26,London,Approved,Spring,2024
A00648,India,Work,2024-09-12,2025-01-02,112,Singapore,Approved,Autumn,2024
A00129,Turkey,Permanent Residency,2022-08-23,2023-04-23,243,Ottawa,Approved,Summer,2022
A00977,France,Business,2021-03-14,2021-04-21,38,London,Approved,Spring,2021
A00521,Germany,Business,2021-05-24,2021-07-18,55,Ottawa,Approved,Spring,2021
A00839,Philippines,Work,2024-08-29,,,Delhi,Pending,Summer,2024
A00963,France,Tourist,2021-12-13,,,Singapore,Pending,Winter,2021
A00065,Sri Lanka,Employment,2021-02-09,2021-06-12,123,Abu Dhabi,Approved,Winter,2021
A00813,France,Permanent Residency,2024-03-05,2024-08-28,176,London,Rejected,Spring,2024
A00015,UAE,Student,2023-10-20,2023-12-07,48,New York,Approved,Autumn,2023
A00157,UAE,Skilled Migration,2021-03-24,2021-07-14,112,Abu Dhabi,Approved,Spring,2021
A00041,Pakistan,Skilled Migration,2022-06-26,2022-11-17,144,Sydney,Approved,Summer,2022
A00493,Brazil,Visit,2023-01-11,2023-02-09,29,Delhi,Approved,Winter,2023
A00380,Nigeria,Permanent Residency,2021-09-25,2022-03-15,171,New York,Approved,Autumn,2021
A00188,Germany,Visit,2022-12-08,2022-12-28,20,London,Approved,Winter,2022
A00764,Germany,Tourist,2022-01-11,2022-01-22,11,Singapore,Approved,Winter,2022
A00217,Philippines,Student,2024-10-09,2024-12-03,55,Ottawa,Approved,Autumn,2024
A00792,Nigeria,Work,2024-06-08,2024-07-29,51,Singapore,Approved,Summer,2024
A00053,UAE,Work,2024-12-25,2025-04-25,121,London,Approved,Winter,2024
A00879,Nigeria,Student,2022-03-22,2022-05-25,64,Singapore,Approved,Spring,2022
A00338,Brazil,Work,2024-06-07,2024-08-12,66,Delhi,Approved,Summer,2024
A00749,South Africa,Visit,2023-09-14,2023-10-09,25,Ottawa,Approved,Autumn,2023
A00720,China,Skilled Migration,2021-09-25,2022-02-27,155,Sydney,Approved,Autumn,2021
A00725,United States,Work,2022-01-30,,,Berlin,Pending,Winter,2022
A00296,Pakistan,Business,2023-07-02,2023-08-17,46,Ottawa,Approved,Summer,2023
A00702,China,Skilled Migration,2023-06-25,2024-02-17,237,Abu Dhabi,Approved,Summer,2023
A00252,United States,Tourist,2024-06-15,,,London,Pending,Summer,2024
A00727,France,Employment,2022-08-05,2022-11-25,112,Singapore,Rejected,Summer,2022
A00462,Brazil,Permanent Residency,2023-06-27,2024-01-15,202,London,Approved,Summer,2023
A00456,Pakistan,Business,2022-02-27,2022-03-23,24,Sydney,Approved,Winter,2022
A00997,United States,Student,2022-11-11,2022-12-07,26,New York,Rejected,Autumn,2022
A00816,Australia,Tourist,2022-07-27,2022-08-08,12,London,Approved,Summer,2022
A00863,China,Student,2022-07-19,2022-09-02,45,Berlin,Approved,Summer,2022
A00270,Turkey,Student,2024-05-16,2024-07-17,62,New York,Approved,Spring,2024
A00202,Philippines,Work,2021-10-03,2021-11-22,50,Singapore,Approved,Autumn,2021
A00162,Canada,Work,2022-04-26,2022-07-22,87,Delhi,Rejected,Spring,2022
A00556,United States,Work,2021-04-13,2021-08-11,120,Sydney,Approved,Spring,2021
A00730,India,Skilled Migration,2023-04-12,2023-08-24,134,Sydney,Approved,Spring,2023
A00402,Sri Lanka,Tourist,2021-10-02,2021-10-28,26,Ottawa,Approved,Autumn,2021
A00703,Turkey,Tourist,2022-01-19,2022-02-05,17,New York,Approved,Winter,2022
A00477,UAE,Work,2021-08-08,,,Singapore,Pending,Summer,2021
A00822,Kenya,Employment,2023-12-11,2024-04-01,112,Ottawa,Approved,Winter,2023
A00772,France,Work,2021-06-18,2021-07-23,35,London,Rejected,Summer,2021
A00106,Germany,Student,2024-07-16,,,New York,Pending,Summer,2024
A00566,Saudi Arabia,Tourist,2024-02-10,,,Abu Dhabi,Pending,Winter,2024
A00390,Sri Lanka,Employment,2021-12-27,2022-04-29,123,Delhi,Approved,Winter,2021
A00002,Australia,Work,2022-10-19,2022-12-07,49,Sydney,Rejected,Autumn,2022
A00938,United States,Tourist,2023-11-18,2023-11-30,12,New York,Approved,Autumn,2023
